run_id,model_name,saved_at,metricsTracker,mixedPrecision,gpuIDs,dataset_dir,augFlag,scale,batch_size,subBlocks,fine_size,epoch,itersPerEpoch,iterCyclesPerEpoch,valNum,valTest,ngsrf,numResBlocks,ganFlag,ndsrf,srAdv_lambda,disc_size,lr,epoch_step,phase,save_freq,print_freq,continue_train,continueEpoch,checkpoint_dir,modelName,test_dir,test_temp_save_dir,test_save_dir
Wang_2023_sanity_260712_1903,Wang_2023_sanity,2026-07-12T19:03:56.713910,True,False,2,data/processed/Wang_2023/training/,False,4,64,4,16,1,2,1,1,False,64,16,False,64,0.01,64,0.0001,50,train,10,1,False,0,./checkpoints,Wang_2023_sanity,/media/user/SSD2/testLR/,/media/user/SSD2/,/media/user/SSD2/
