run_id,model_name,saved_at,modelName,phase,gpuIDs,mixedPrecision,dataset_dir,scale,ngsrf,numResBlocks,lr,epoch,epoch_step,fine_size,batch_size,itersPerEpoch,iterCyclesPerEpoch,valNum,valTest,print_freq,save_freq,checkpoint_dir,numGPUs
Wang_2023_clean_260714_1629,Wang_2023_clean,2026-07-14T16:29:44.449578,Wang_2023_clean,train,0,False,/mimer/NOBACKUP/groups/kthmech/nvlmds/super-resolution/data/processed/Wang_2023/,4,64,16,0.0001,1,150,48,5,1,1,1,False,10,10,/mimer/NOBACKUP/groups/kthmech/nvlmds/super-resolution/checkpoints,1
